-180,-29.3421
-179,-29.3627
-178,-29.2628
-177,-29.214
-176,-29.2076
-175,-29.3796
-174,-29.7974
-173,-30.5553
-172,-31.526
-171,-32.736
-170,-33.7442
-169,-33.9312
-168,-34.2886
-167,-32.2011
-166,-30.0412
-165,-28.7652
-164,-28.2312
-163,-28.3615
-162,-29.1477
-161,-30.6385
-160,-32.8846
-159,-35.5217
-158,-36.4217
-157,-34.3831
-156,-31.9414
-155,-30.156
-154,-29.0523
-153,-28.5317
-152,-28.5187
-151,-28.962
-150,-29.8114
-149,-30.9679
-148,-32.1817
-147,-32.9675
-146,-32.8914
-145,-32.1172
-144,-31.1635
-143,-30.3794
-142,-29.8981
-141,-29.7495
-140,-29.9243
-139,-30.3902
-138,-31.0808
-137,-31.8622
-136,-32.4984
-135,-32.7059
-134,-32.3612
-133,-31.6213
-132,-30.754
-131,-29.9533
-130,-29.3133
-129,-28.8665
-128,-28.6163
-127,-28.5534
-126,-28.6625
-125,-28.9233
-124,-29.3093
-123,-29.7845
-122,-30.2991
-121,-30.7883
-120,-31.1789
-119,-31.4059
-118,-31.4373
-117,-31.2867
-116,-31.0032
-115,-30.6478
-114,-30.2743
-113,-29.9207
-112,-29.6099
-111,-29.3534
-110,-29.1551
-109,-29.014
-108,-28.9265
-107,-28.8869
-106,-28.8889
-105,-28.9259
-104,-28.9909
-103,-29.0771
-102,-29.1783
-101,-29.2884
-100,-29.4017
-99,-29.5139
-98,-29.6207
-97,-29.719
-96,-29.8064
-95,-29.8814
-94,-29.9429
-93,-29.9907
-92,-30.0249
-91,-30.0461
-90,-30.055
-89,-30.0526
-88,-30.0401
-87,-30.0188
-86,-29.9899
-85,-29.9552
-84,-29.9165
-83,-29.8758
-82,-29.8355
-81,-29.7984
-80,-29.768
-79,-29.7481
-78,-29.7434
-77,-29.759
-76,-29.8009
-75,-29.8762
-74,-29.9928
-73,-30.1598
-72,-30.3879
-71,-30.6897
-70,-31.0802
-69,-31.6212
-68,-32.3958
-67,-33.4428
-66,-34.6846
-65,-35.7986
-64,-36.6679
-63,-37.4167
-62,-37.8995
-61,-38.0774
-60,-37.9482
-59,-37.5395
-58,-36.9063
-57,-36.1153
-56,-35.2207
-55,-34.2602
-54,-33.2535
-53,-32.2061
-52,-31.1097
-51,-29.9563
-50,-28.7507
-49,-27.4783
-48,-26.1013
-47,-24.7229
-46,-23.1405
-45,-23.3768
-44,-24.6949
-43,-27.2543
-42,-31.4805
-41,-38.5694
-40,-55.7925
-39,-47.0559
-38,-41.8159
-37,-38.5386
-36,-37.7373
-35,-41.3726
-34,-37.454
-33,-28.6456
-32,-23.6595
-31,-20.8447
-30,-19.6863
-29,-20.148
-28,-22.5966
-27,-27.6945
-26,-28.3339
-25,-23.7657
-24,-22.2018
-23,-23.452
-22,-26.8428
-21,-25.4583
-20,-21.8131
-19,-20.9717
-18,-23.8431
-17,-40.1914
-16,-25.2119
-15,-19.8618
-14,-19.6516
-13,-25.6917
-12,-23.2499
-11,-14.3748
-10,-10.8058
-9,-10.2139
-8,-13.2004
-7,-29.9062
-6,-11.1645
-5,-4.66391
-4,-1.49708
-3,-0.139786
-2,-0.196605
-1,-1.62607
0,-4.65236
1,-9.88625
2,-17.0983
3,-16.6897
4,-16.3567
5,-22.0189
6,-27.7528
7,-16.0136
8,-12.7569
9,-12.5175
10,-14.6975
11,-19.7871
12,-25.766
13,-22.4819
14,-21.6479
15,-25.0168
16,-31.3393
17,-25.0776
18,-22.0056
19,-22.5224
20,-26.9118
21,-44.9731
22,-30.3642
23,-27.1812
24,-29.9684
25,-35.005
26,-24.8543
27,-20.1746
28,-18.3201
29,-18.4591
30,-20.6707
31,-26.3384
32,-40.965
33,-25.9526
34,-21.7178
35,-20.392
36,-20.7575
37,-22.5082
38,-25.6719
39,-30.5956
40,-38.4187
41,-56.4322
42,-47.9742
43,-43.4045
44,-40.7158
45,-39.8969
46,-41.9915
47,-41.4605
48,-41.0652
49,-40.6789
50,-40.3713
51,-40.1305
52,-39.9503
53,-39.8423
54,-39.8032
55,-39.8232
56,-39.8789
57,-39.9254
58,-39.9016
59,-39.7371
60,-39.3614
61,-38.7287
62,-37.8301
63,-36.6898
64,-35.3556
65,-33.9311
66,-32.3704
67,-30.8332
68,-29.618
69,-28.7348
70,-28.1183
71,-27.6705
72,-27.322
73,-27.0565
74,-26.8604
75,-26.7223
76,-26.6325
77,-26.5826
78,-26.5651
79,-26.5732
80,-26.6012
81,-26.6436
82,-26.6958
83,-26.7533
84,-26.8123
85,-26.8695
86,-26.922
87,-26.9673
88,-27.003
89,-27.0274
90,-27.0392
91,-27.0374
92,-27.0215
93,-26.9918
94,-26.9488
95,-26.8937
96,-26.8285
97,-26.756
98,-26.6793
99,-26.6027
100,-26.5308
101,-26.4689
102,-26.4229
103,-26.3992
104,-26.4044
105,-26.4455
106,-26.5296
107,-26.6634
108,-26.8534
109,-27.1045
110,-27.4193
111,-27.7953
112,-28.2224
113,-28.6771
114,-29.1169
115,-29.4777
116,-29.681
117,-29.6604
118,-29.396
119,-28.9305
120,-28.3478
121,-27.739
122,-27.1803
123,-26.7269
124,-26.4189
125,-26.2878
126,-26.3619
127,-26.6721
128,-27.2563
129,-28.1625
130,-29.4483
131,-31.1559
132,-33.1715
133,-34.7378
134,-34.4155
135,-32.5058
136,-30.4494
137,-28.8099
138,-27.6618
139,-26.984
140,-26.7602
141,-26.9992
142,-27.7426
143,-29.0655
144,-31.0413
145,-33.4299
146,-34.4994
147,-32.5993
148,-29.9079
149,-27.7676
150,-26.3053
151,-25.4548
152,-25.1706
153,-25.4563
154,-26.3764
155,-28.0894
156,-30.9245
157,-35.3323
158,-37.7431
159,-33.202
160,-29.4696
161,-27.1807
162,-25.8988
163,-25.4116
164,-25.6579
165,-26.696
166,-28.7477
167,-32.3897
168,-38.7544
169,-37.8809
170,-31.8141
171,-28.4034
172,-27.9783
173,-28.0055
174,-28.0929
175,-28.311
176,-28.8403
177,-29.8163
178,-31.2858
179,-32.7102
180,-29.3421
