-180,-31.8178
-179,-31.4616
-178,-31.3855
-177,-31.3538
-176,-31.5128
-175,-31.8129
-174,-32.261
-173,-32.8688
-172,-33.5225
-171,-34.3963
-170,-35.9674
-169,-37.5492
-168,-38.2683
-167,-37.5283
-166,-36.0608
-165,-34.7006
-164,-33.7524
-163,-33.2752
-162,-33.2736
-161,-33.7571
-160,-34.7609
-159,-36.3554
-158,-38.6382
-157,-41.5664
-156,-43.9444
-155,-43.2031
-154,-40.8643
-153,-38.9644
-152,-37.7858
-151,-37.2487
-150,-37.2777
-149,-37.8403
-148,-38.9444
-147,-40.6305
-146,-42.9297
-145,-45.6156
-144,-47.3839
-143,-46.6885
-142,-44.9463
-141,-43.5706
-140,-42.8454
-139,-42.7721
-138,-43.3557
-137,-44.6723
-136,-46.9155
-135,-50.3795
-134,-53.7973
-133,-51.2518
-132,-47.1263
-131,-44.1721
-130,-42.1299
-129,-40.72
-128,-39.7791
-127,-39.2114
-126,-38.9586
-125,-38.9843
-124,-39.265
-123,-39.7841
-122,-40.5241
-121,-41.4532
-120,-42.4988
-119,-43.5035
-118,-44.1951
-117,-44.2905
-116,-43.7446
-115,-42.7927
-114,-41.712
-113,-40.6713
-112,-39.7414
-111,-38.9417
-110,-38.2687
-109,-37.7114
-108,-37.2567
-107,-36.8916
-106,-36.6043
-105,-36.3844
-104,-36.2226
-103,-36.1108
-102,-36.0421
-101,-36.0102
-100,-36.0098
-99,-36.0366
-98,-36.0869
-97,-36.1577
-96,-36.2467
-95,-36.3524
-94,-36.474
-93,-36.6112
-92,-36.7646
-91,-36.9352
-90,-37.1246
-89,-37.3347
-88,-37.5675
-87,-37.8247
-86,-38.1074
-85,-38.4148
-84,-38.7431
-83,-39.0834
-82,-39.4189
-81,-39.7219
-80,-39.9519
-79,-40.0578
-78,-39.9876
-77,-39.7065
-76,-39.2124
-75,-38.5388
-74,-37.7412
-73,-36.8788
-72,-36.0022
-71,-35.1491
-70,-34.3456
-69,-33.7066
-68,-33.1569
-67,-32.6358
-66,-32.2011
-65,-31.8592
-64,-31.6321
-63,-31.5323
-62,-31.5754
-61,-31.7642
-60,-32.1032
-59,-32.5969
-58,-33.2482
-57,-34.0555
-56,-35.0248
-55,-36.1525
-54,-37.4314
-53,-38.8375
-52,-40.3646
-51,-41.9359
-50,-43.6279
-49,-33.0254
-48,-28.5871
-47,-26.5241
-46,-26.0088
-45,-26.927
-44,-29.6339
-43,-35.6586
-42,-50.2726
-41,-36.1824
-40,-32.7452
-39,-32.6295
-38,-34.0317
-37,-33.4981
-36,-31.1
-35,-30.1915
-34,-32.1671
-33,-38.266
-32,-31.6605
-31,-25.6709
-30,-22.9718
-29,-22.539
-28,-24.4474
-27,-29.6738
-26,-30.9282
-25,-25.2597
-24,-23.2837
-23,-24.2094
-22,-26.0431
-21,-22.9088
-20,-19.3556
-19,-18.0989
-18,-19.3679
-17,-23.6548
-16,-23.8487
-15,-18.9125
-14,-17.3786
-13,-19.8198
-12,-28.8967
-11,-17.8839
-10,-12.4352
-9,-10.7747
-8,-12.4922
-7,-22.3255
-6,-13.7482
-5,-5.85987
-4,-2.10571
-3,-0.345306
-2,-0.0553542
-1,-1.13913
0,-3.77275
1,-8.47362
2,-14.7803
3,-13.8057
4,-12.0428
5,-13.4159
6,-18.8569
7,-29.4001
8,-19.2715
9,-16.6934
10,-17.8641
11,-22.8552
12,-32.2722
13,-25.4671
14,-23.7077
15,-26.2613
16,-27.4613
17,-22.6687
18,-20.2424
19,-20.4565
20,-23.3062
21,-28.6446
22,-27.709
23,-24.7847
24,-25.2052
25,-29.2962
26,-30.0065
27,-24.0238
28,-21.1582
29,-20.7107
30,-22.5017
31,-27.6265
32,-41.247
33,-28.4283
34,-24.1351
35,-23.0646
36,-24.0461
37,-27.1149
38,-33.6205
39,-49.7946
40,-35.8586
41,-32.9916
42,-33.3842
43,-35.2169
44,-35.5976
45,-33.9679
46,-33.057
47,-33.8854
48,-37.1076
49,-42.7066
50,-38.0968
51,-37.2019
52,-36.2933
53,-35.3779
54,-34.4468
55,-33.487
56,-32.4916
57,-31.4638
58,-30.4175
59,-29.3761
60,-28.4064
61,-27.5675
62,-26.9075
63,-26.4613
64,-26.2491
65,-26.239
66,-26.3999
67,-26.6904
68,-27.0876
69,-27.5169
70,-28.043
71,-28.7416
72,-29.4914
73,-30.2671
74,-31.0348
75,-31.7502
76,-32.3628
77,-32.8252
78,-33.1064
79,-33.2024
80,-33.1369
81,-32.9502
82,-32.6858
83,-32.3807
84,-32.0622
85,-31.7481
86,-31.4489
87,-31.17
88,-30.9134
89,-30.6792
90,-30.4667
91,-30.2745
92,-30.1013
93,-29.9459
94,-29.8078
95,-29.6869
96,-29.5836
97,-29.4992
98,-29.4355
99,-29.3951
100,-29.3814
101,-29.3985
102,-29.4514
103,-29.5462
104,-29.69
105,-29.891
106,-30.159
107,-30.5055
108,-30.9442
109,-31.4914
110,-32.1663
111,-32.9909
112,-33.9882
113,-35.1747
114,-36.536
115,-37.959
116,-39.1036
117,-39.4066
118,-38.6409
119,-37.2587
120,-35.7863
121,-34.4793
122,-33.4178
123,-32.6178
124,-32.0788
125,-31.8014
126,-31.7937
127,-32.0758
128,-32.6838
129,-33.6792
130,-35.1673
131,-37.3346
132,-40.5275
133,-45.175
134,-47.6008
135,-43.2623
136,-39.6781
137,-37.4614
138,-36.197
139,-35.6788
